CCNum,First ,Last,Amount,MinUsualAmount,MaxUsualAmount,CustomerHomeCity,CustomerAge,CustomerGender,CustomerMaritalStatus,CustomerHasChildren
4155-3200-0000-0000,Isabella,Anderson,$91.17 ,2,210,McKinney,55,Female,Divorced,No
4143-5400-0000-0000,Alexander,Martinez,$230.79 ,11,832,Irving,50,Male,Divorced,Yes
4057-5300-0000-0000,Oliver,Gonzalez,$287.89 ,4,303,Dallas,54,Male,Divorced,Yes
4384-5300-0000-0000,Isabella,Clark,$278.69 ,5,398,Plano,56,Female,Divorced,Yes
4194-9800-0000-0000,Lucas,Smith,$93.00 ,3,309,Rockwall,34,Male,Divorced,Yes
4299-2600-0000-0000,Benjamin,Thomas,$653.56 ,9,654,Addison,57,Female,Divorced,No
4219-4400-0000-0000,Alexander,Smith,$289.93 ,5,398,Irving,35,Female,Divorced,No
4618-0400-0000-0000,Elijah,Williams,$571.25 ,8,606,Addison,36,Female,Divorced,Yes
4932-1800-0000-0000,Amelia,Williams,$252.10 ,8,620,Farmers Branch,58,Female,Divorced,Yes
4061-0500-0000-0000,Lucas,Rodriguez,$276.70 ,6,467,Addison,60,Female,Divorced,Yes
4417-9600-0000-0000,Oliver,Lee,$116.07 ,2,147,Irving,39,Male,Divorced,Yes
4302-7000-0000-0000,Jackson,Perez,$349.46 ,4,368,McKinney,59,Male,Divorced,Yes
4366-8900-0000-0000,Sophia,White,$409.78 ,10,759,Frisco,49,Male,Divorced,Yes
4034-4000-0000-0000,Ethan,Clark,$344.13 ,11,806,McKinney,58,Female,Divorced,Yes
4418-4900-0000-0000,Mia,Smith,$342.14 ,9,650,Addison,31,Male,Divorced,Yes
4695-6600-0000-0000,Alexander,Williams,$392.67 ,11,851,Dallas,37,Female,Divorced,No
4317-3900-0000-0000,Ethan,Williams,$536.76 ,10,749,Addison,34,Male,Divorced,Yes
4195-7300-0000-0000,Ethan,Thomas,$295.78 ,9,710,Addison,48,Male,Divorced,Yes
4615-6200-0000-0000,Harper,Lewis,$161.58 ,10,713,Frisco,52,Male,Divorced,Yes
4028-1000-0000-0000,Liam,Gonzalez,$370.39 ,9,690,Irving,33,Female,Divorced,No
4136-7200-0000-0000,Olivia,Clark,$343.21 ,6,423,Dallas,33,Male,Divorced,Yes
4822-5500-0000-0000,Charlotte,Clark,$524.73 ,9,714,Plano,52,Male,Divorced,No
4548-1500-0000-0000,Harper,Martinez,$17.01 ,11,801,McKinney,50,Female,Divorced,Yes
4839-7900-0000-0000,Harper,Wilson,$68.35 ,7,583,Frisco,48,Male,Divorced,No
4985-0200-0000-0000,Elijah,Davis,$63.12 ,8,563,Farmers Branch,31,Female,Divorced,Yes
4218-1700-0000-0000,Sophia,Harris,$104.38 ,11,864,McKinney,44,Male,Divorced,No
4523-3900-0000-0000,Harper,Jones,$295.67 ,9,708,Arlington,58,Female,Divorced,Yes
4455-6100-0000-0000,Lucas,Davis,$236.80 ,10,703,Plano,60,Male,Divorced,Yes
4735-0300-0000-0000,Aiden,Davis,$186.60 ,5,355,Plano,31,Female,Divorced,Yes
4667-8700-0000-0000,Michael,Lewis,$252.72 ,6,421,Irving,50,Male,Divorced,No
4351-1100-0000-0000,Michael,Taylor,$363.91 ,4,372,Dallas,33,Female,Divorced,Yes
4233-9500-0000-0000,Mia,Jones,$618.36 ,9,667,Arlington,40,Female,Divorced,Yes
4504-0300-0000-0000,Jackson,Rodriguez,$475.36 ,10,765,Farmers Branch,60,Female,Divorced,Yes
4527-1800-0000-0000,Alexander,Martinez,$382.20 ,9,665,Farmers Branch,34,Female,Divorced,Yes
4631-4429-0257-0560,  Sophia     , Martinez,$113.60 ,4,308,Farmer's Branch,38,f,Married,Yes
3577-1492-2456-0310, James      , Hall,$31.45 ,9,690,Addison,47,F,Married,Yes
3508-3905-2913-5770, Grace      , King,$186.82 ,3,286,McKinney,41,f,Married,Yes
7441-5692-0142-9400, David      , Adams,$284.94 ,5,350,Dallas,46,Female,Married,Yes
5161-9177-3866-1670, Madison    , Parker,$497.48 ,7,529,Farmer's Branch,39,M,Married,No
8380-0804-7756-7790, Owen       , Cook,$130.46 ,2,213,Dallas,35,F,Married,Yes
6736-8176-7031-3890, Aria       , Bell,$78.31 ,6,454,Plano,49,F,Married,No
6907-1697-6885-5070, Mary       , Cooper,$61.94 ,8,642,Irving,36,F,Married,No
7771-5281-3803-5520, Nathan     , Howard,$235.66 ,5,380,Dallas,39,f,Married,Yes
5455-2520-6947-9350, Elizabeth  , Kelly,$68.37 ,10,739,Dallas,52,M,Married,No
1727-9293-7427-5230, Stella     , Coleman,$154.12 ,9,684,Dallas,33,Male,Married,No
4275-1116-5201-9450, Cameron    , Flores,$144.57 ,9,672,Dallas,35,Female,Married,Yes
9112-9018-4199-1230, Lucas      , Griffin,$138.74 ,2,184,Farmer's Branch,44,M,Married,No
3701-2235-4278-0890, Skylar     , Myers,$199.36 ,4,297,Plano,42,Male,Married,No
6904-9990-1876-5460, Evan      , Woods,$35.77 ,3,280,Dallas,49,F,Married,Yes
6628-8034-7795-3730, Caden     , Fisher,$58.78 ,10,781,Irving,41,F,Married,No
1661-5394-8445-5560, Mia       , Webb,$163.75 ,9,701,Dallas,39,M,Married,No
6130-8624-1934-3670, William   , Boyd,$235.20 ,4,314,McKinney,45,f,Married,Yes
9873-0777-1002-3480, Christopher, Reyes,$95.86 ,3,260,Dallas,37,M,Married,Yes
8376-1580-2091-5400, Andrew    , Burns,$113.10 ,11,776,Plano,42,Male,Married,Yes
5679-1059-8901-2590, Isabella  , Daniels,$4.79 ,3,293,McKinney,34,F,Married,Yes
2938-5874-1917-1450, Ethan     , Rose,$178.25 ,4,315,Dallas,39,F,Married,Yes
2943-8547-8097-9750, William   , Stephens,$153.52 ,4,343,Farmer's Branch,48,f,Married,Yes
4211-4291-8540-2150, Alexander , Payne,$179.54 ,8,574,Dallas,34,f,Married,Yes
6688-7925-2674-5350, Jack      , Olson,$150.00 ,10,754,Dallas,47,M,Married,No
7149-2565-1137-8400, Sophia    , Bradley,$289.51 ,7,492,Addison,37,F,Married,Yes
2498-8734-1451-8240, Mia       , Ruiz,$101.63 ,6,494,McKinney,38,f,Married,Yes
3421-0572-2882-4570, Matthew   , Lawrence,$167.22 ,9,650,Dallas,41,M,Married,Yes
1336-3924-8920-6110, Alexander , Elliott,$91.38 ,2,223,Plano,35,Male,Married,Yes
1015-9613-5590-5730, David     , Franklin,$562.65 ,8,621,Farmer's Branch,57,M,Married,No
3829-2901-7620-2140, Jack      , Gutierrez,$79.45 ,2,155,Plano,34,Male,Married,No
6676-0953-9718-0600,Emma,Johnson,$69.09 ,9,638,Plano,39,F,Married,No
4446-9500-0000-0000,Jackson,Hernandez,$101.48 ,9,691,McKinney,43,Female,Married,No
4797-7400-0000-0000,Oliver,Rodriguez,$518.82 ,9,693,McKinney,38,Male,Married,Yes
4264-2100-0000-0000,Mia,Martinez,$463.16 ,9,697,McKinney,37,Male,Married,No
4413-1800-0000-0000,Mia,Rodriguez,$154.46 ,7,566,Irving,59,Male,Married,No
4941-2700-0000-0000,John,Gonzalez,$545.96 ,7,555,Dallas,47,Male,Married,Yes
4628-9700-0000-0000,Ava,Anderson,$222.71 ,3,267,Frisco,60,Female,Married,Yes
4313-6800-0000-0000,Harper,Smith,$237.00 ,7,497,Irving,58,Female,Married,No
4030-1600-0000-0000,Benjamin,Davis,$596.14 ,10,752,Arlington,32,Male,Married,No
4436-1100-0000-0000,Charlotte,Jones,$411.91 ,11,846,Plano,58,Male,Married,No
4372-4200-0000-0000,Jackson,White,$46.03 ,3,281,Frisco,60,Male,Married,No
4116-0300-0000-0000,Benjamin,Perez,$686.80 ,10,791,Dallas,31,Male,Married,Yes
4046-5300-0000-0000,Aiden,Lee,$94.46 ,2,189,Plano,51,Male,Married,Yes
4714-0300-0000-0000,Lucas,Jones,$60.21 ,2,213,Rockwall,59,Female,Married,Yes
4843-4100-0000-0000,Benjamin,Williams,$281.52 ,10,732,Irving,40,Male,Married,Yes
4220-9200-0000-0000,Amelia,Clark,$171.37 ,5,366,Arlington,38,Male,Married,No
4072-3500-0000-0000,Sophia,Lee,$261.97 ,4,347,Rockwall,57,Male,Married,Yes
4424-7500-0000-0000,Ava,Williams,$391.20 ,5,398,Irving,34,Female,Married,Yes
4078-1800-0000-0000,Aiden,Clark,$291.96 ,8,636,Frisco,59,Male,Married,Yes
4981-5900-0000-0000,Ethan,Thomas,$25.19 ,3,256,McKinney,34,Male,Married,No
4572-0900-0000-0000,Logan,Garcia,$107.55 ,10,773,Arlington,52,Male,Married,No
4205-8700-0000-0000,Isabella,Smith,$529.38 ,9,681,McKinney,47,Female,Married,Yes
4840-2400-0000-0000,Elijah,Hernandez,$312.06 ,6,456,Plano,52,Female,Married,No
4469-9400-0000-0000,Olivia,Garcia,$288.25 ,8,637,Irving,55,Male,Married,Yes
4467-0600-0000-0000,Ethan,Gonzalez,$181.95 ,7,559,Frisco,34,Male,Married,No
4655-9700-0000-0000,Elijah,Garcia,$468.55 ,10,725,Addison,54,Male,Married,Yes
4147-2600-0000-0000,Sophia,Jones,$162.92 ,10,747,Dallas,40,Male,Married,Yes
4501-1600-0000-0000,Isabella,Williams,$496.12 ,8,593,Irving,45,Male,Married,Yes
4922-4200-0000-0000,Aiden,Williams,$519.69 ,7,525,McKinney,40,Male,Married,No
4438-4500-0000-0000,Charlotte,Perez,$527.62 ,11,809,Arlington,38,Female,Married,Yes
4841-5200-0000-0000,Isabella,Anderson,$26.36 ,11,847,Addison,31,Female,Married,Yes
4786-0700-0000-0000,Oliver,White,$86.70 ,3,218,Rockwall,58,Male,Married,Yes
4395-4600-0000-0000,Mia,Garcia,$206.39 ,11,851,McKinney,46,Male,Married,Yes
4730-5300-0000-0000,Elijah,Smith,$170.67 ,3,226,Plano,31,Female,Married,Yes
4464-4600-0000-0000,Jackson,Jones,$230.56 ,9,716,Arlington,31,Male,Married,Yes
4817-3300-0000-0000,Harper,Perez,$520.05 ,11,850,Frisco,38,Male,Married,Yes
4118-5600-0000-0000,Isabella,Hernandez,$18.32 ,2,232,Frisco,50,Female,Married,Yes
4179-6800-0000-0000,Mia,Harris,$105.53 ,10,726,Irving,57,Male,Married,No
4683-0700-0000-0000,Aiden,Lewis,$588.28 ,8,613,Farmers Branch,57,Female,Married,Yes
4169-0000-0000-0000,Benjamin,Clark,$283.38 ,4,291,Rockwall,50,Female,Married,No
4085-6400-0000-0000,Olivia,Taylor,$225.07 ,8,640,Frisco,38,Male,Married,Yes
4957-5500-0000-0000,Aiden,White,$419.23 ,11,791,Farmers Branch,58,Male,Married,No
4724-2100-0000-0000,Isabella,Wilson,$432.12 ,8,627,Arlington,35,Female,Married,No
4902-5000-0000-0000,Alexander,Lewis,$223.04 ,5,375,Dallas,37,Male,Married,No
4579-3000-0000-0000,Sophia,Rodriguez,$306.76 ,4,327,Plano,60,Male,Married,No
4329-9200-0000-0000,Sophia,Smith,$266.23 ,4,345,Dallas,53,Male,Married,No
4956-2500-0000-0000,Lucas,Williams,$58.68 ,5,365,Dallas,41,Female,Married,Yes
4721-9200-0000-0000,Aiden,White,$233.50 ,5,374,Plano,56,Female,Married,No
4552-3500-0000-0000,Oliver,Smith,$114.27 ,7,563,Farmers Branch,32,Female,Married,No
4484-5900-0000-0000,Amelia,Anderson,$262.14 ,10,769,Rockwall,53,Female,Married,Yes
4831-3100-0000-0000,Harper,Taylor,$438.36 ,9,641,Arlington,31,Female,Married,No
4789-8500-0000-0000,Logan,Martinez,$551.11 ,8,629,Arlington,50,Female,Married,No
4278-1100-0000-0000,Liam,Anderson,$364.94 ,5,412,McKinney,38,Female,Married,Yes
6990-5636-6997-8040, Lily       , Roberts,$50.17 ,11,824,Frisco,41,M,single,No
3130-6537-0023-3090, Jeremiah   , Torres,$190.28 ,5,372,Plano,33,f,single,Yes
4118-9600-0000-0000,Mia,Perez,$189.52 ,8,583,Rockwall,31,Male,Single,No
4240-5600-0000-0000,Amelia,Gonzalez,$253.45 ,8,572,Irving,37,Male,Single,Yes
4649-9000-0000-0000,Lucas,Rodriguez,$130.00 ,4,347,Frisco,47,Male,Single,Yes
4456-8300-0000-0000,Oliver,Rodriguez,$43.97 ,3,265,Irving,32,Female,Single,Yes
4781-2800-0000-0000,Amelia,Lewis,$589.74 ,11,850,McKinney,38,Female,Single,Yes
4031-6900-0000-0000,John,Gonzalez,$65.31 ,6,420,Farmers Branch,48,Male,Single,Yes
4729-7300-0000-0000,Benjamin,Martinez,$441.86 ,6,507,Arlington,55,Male,Single,Yes
4912-0100-0000-0000,Ava,Lee,$172.56 ,10,704,Arlington,60,Female,Single,No
4304-5800-0000-0000,Olivia,Thomas,$110.95 ,5,388,Irving,44,Male,Single,Yes
4668-5500-0000-0000,Isabella,Anderson,$107.65 ,11,833,Frisco,35,Male,Single,No
4650-6700-0000-0000,Alexander,Wilson,$31.25 ,4,289,McKinney,55,Male,Single,Yes
4183-0300-0000-0000,Liam,Jones,$349.58 ,4,354,Arlington,55,Female,Single,Yes
4842-6900-0000-0000,Harper,Harris,$302.00 ,9,651,Addison,33,Female,Single,Yes
4524-1000-0000-0000,Mia,Clark,$552.36 ,10,783,McKinney,60,Male,Single,Yes
4218-9300-0000-0000,Liam,Thomas,$523.27 ,9,718,Farmers Branch,34,Male,Single,Yes
4171-2900-0000-0000,Benjamin,Williams,$225.53 ,4,360,Arlington,54,Male,Single,Yes
4310-0300-0000-0000,Benjamin,Taylor,$57.55 ,7,502,Farmers Branch,36,Male,Single,Yes
4343-0700-0000-0000,John,Perez,$399.21 ,8,620,Plano,45,Female,Single,Yes
4885-8600-0000-0000,Benjamin,Rodriguez,$21.93 ,7,526,Plano,37,Female,Single,No
4540-2800-0000-0000,Oliver,Harris,$143.65 ,10,729,Addison,57,Male,Single,No
4254-0400-0000-0000,Logan,Gonzalez,$104.94 ,8,644,Rockwall,60,Male,Single,No
4941-0700-0000-0000,Sophia,Smith,$341.17 ,9,727,Farmers Branch,48,Male,Single,Yes
4889-7500-0000-0000,Lucas,Jones,$257.30 ,5,380,Farmers Branch,47,Female,Single,No
4339-6400-0000-0000,Jackson,Anderson,$55.45 ,7,512,Farmers Branch,55,Female,Single,No
4415-7200-0000-0000,Olivia,Thomas,$16.92 ,6,484,Farmers Branch,56,Female,Single,Yes
4097-9900-0000-0000,Liam,Garcia,$453.19 ,7,590,Dallas,32,Female,Single,Yes
4900-8100-0000-0000,Ava,Harris,$73.59 ,6,518,McKinney,39,Female,Single,No
4543-6600-0000-0000,Charlotte,Gonzalez,$166.88 ,11,797,Dallas,55,Female,Single,Yes
4516-7200-0000-0000,Sophia,Hernandez,$426.13 ,10,751,Arlington,47,Female,Single,No
4965-2800-0000-0000,Isabella,Taylor,$107.47 ,7,543,Frisco,40,Male,Single,Yes
4206-2100-0000-0000,Olivia,Garcia,$435.65 ,8,648,Rockwall,42,Female,Single,Yes
4729-6300-0000-0000,Isabella,Smith,$210.22 ,6,498,Plano,45,Female,Single,No
4389-0100-0000-0000,Michael,Harris,$457.00 ,7,589,Addison,50,Female,Single,Yes
4344-3900-0000-0000,John,Gonzalez,$58.69 ,6,434,McKinney,37,Male,Single,No
4294-5300-0000-0000,Sophia,Williams,$351.69 ,10,750,McKinney,42,Male,Single,No
4641-8700-0000-0000,Ethan,Rodriguez,$170.74 ,10,716,McKinney,57,Female,Single,Yes
8977-3819-8830-4550,  John ,  Smith,$61.06 ,9,648,Addison,47,F,Single ,No
1254-6321-3474-9800,  Aiden      , Davis,$11.71 ,3,213,McKinney,36,Male,Single ,No
5091-7271-5569-6400, Lucas      , Hernandez,$11.53 ,6,422,Plano,36,f,Single ,Yes
7812-8473-9967-0870, Harper     , Harris,$78.28 ,9,639,Plano,39,M,Single ,Yes
8458-8912-6157-5520, Andrew     , Mitchell,$319.20 ,9,721,Dallas,44,M,Single ,No
2078-3349-0269-1350, Henry      , Reed,$59.99 ,9,662,Dallas,55,F,Single ,No
7494-9007-2811-6660, Jonathan   , Murphy,$175.90 ,9,689,Dallas,48,M,Single ,Yes
7057-7762-7092-8520, Isaac      , Rivera,$114.67 ,10,748,Addison,37,F,Single ,No
9724-3314-8908-0390, Jack       , Ramirez,$232.93 ,9,711,Dallas,31,Female,Single ,No
3188-5293-2150-5920, Levi       , Bennett,$74.66 ,3,295,Frisco,33,Male,Single ,No
7072-8988-0715-9240, Evelyn     , Barnes,$211.34 ,6,467,Irving,40,M,Single ,No
6039-1667-4550-2050, Charlie    , Foster,$176.90 ,11,774,Dallas,48,M,Single ,No
6426-0304-6773-4080, Tristan    , Ford,$102.37 ,1,158,Plano,35,f,Single ,No
4477-3656-3524-6600, Jace       , Graham,$143.44 ,4,375,Dallas,59,Male,Single ,Yes
4710-2690-4985-9610, Emma      , Reynolds,$77.34 ,4,329,Addison,44,F,Single ,No
3235-6232-2278-6350, Isaiah    , Marshall,$61.28 ,6,441,Plano,41,F,Single ,Yes
5620-8023-3277-0060, Madison   , Gomez,$195.50 ,8,591,Dallas,42,Female,Single ,No
2029-1141-0477-2880, Elijah    , Stevens,$266.17 ,6,452,Dallas,46,m,Single ,Yes
1170-0171-1478-5980, Amelia    , Tucker,$131.69 ,11,831,Frisco,40,Male,Single ,No
4493-8151-3225-7700, Benjamin  , Hunter,$169.86 ,3,286,Irving,37,M,Single ,No
9444-7130-4798-2920, Elizabeth , Mason,$435.90 ,7,590,Plano,38,Male,Single ,No
2408-5106-9703-4060, Aiden     , Warren,$94.51 ,5,384,Arlington,51,F,Single ,Yes
8432-6430-7394-4200, Joseph    , Gordon,$451.68 ,10,737,Dallas,42,M,Single ,No
4111-8717-3034-9610, Sophia    , Holmes,$452.79 ,7,579,Addison,56,m,Single ,No
4269-7324-4252-9400, Lucas     , Mills,$160.05 ,2,187,Plano,44,f,Single ,No
9344-1859-4944-7380, Mason     , Nichols,$62.77 ,2,144,Rockwall,34,f,Single ,No
6570-8645-8830-9270, Joseph    , Berry,$20.82 ,10,746,Plano,43,f,Single ,Yes
4214-8822-5724-7870, Emily     , Matthews,$322.05 ,8,651,Plano,34,F,Single ,Yes
4167-4901-6159-4950, Joshua    , Carroll,$305.45 ,11,862,Plano,42,M,Single ,Yes
1550-9658-7980-2100, Olivia    , Cunningham,$316.89 ,10,791,Irving,39,M,Single ,No
2095-6295-0051-2470, Elijah    , Carpenter,$49.43 ,3,272,Arlington,36,F,Single ,Yes
3186-8642-8604-0760, Joseph    , Austin,$331.47 ,4,345,Addison,41,m,Single ,No
5966-9142-4267-7090, Andrew    , Kelley,$435.72 ,10,769,Addison,41,M,Single ,Yes
4626-3684-8511-7690, Emma      , Schmidt,$497.70 ,9,631,Rockwall,31,f,Single ,No
3819-0730-7644-8690, Olivia    , Castillo,$101.14 ,7,490,Dallas,41,F,Single ,No
2636-1361-4030-2230, Benjamin   , Baker,$188.19 ,3,250,Dallas,36,F,Widowed,No
6276-3858-6744-4840, Adrian     , Henderson,$92.74 ,3,279,Farmer's Branch,41,F,Widowed,Yes
6789-7988-2542-4850, Olivia    , Black,$106.83 ,5,356,Dallas,48,F,Widowed,Yes
5856-4661-6625-9230, James     , Gardner,$32.06 ,7,589,Addison,45,Male,Widowed,No
7809-0959-1120-8530, Christopher, Ray,$305.33 ,10,755,Dallas,46,M,Widowed,Yes
4905-7500-0000-0000,Isabella,Martinez,$76.93 ,2,214,McKinney,56,Female,Widowed,Yes
4809-7400-0000-0000,Harper,White,$218.13 ,8,582,McKinney,32,Female,Widowed,No
4257-3200-0000-0000,Alexander,Lewis,$445.96 ,10,781,Arlington,59,Female,Widowed,Yes
4511-2800-0000-0000,Amelia,Garcia,$21.89 ,4,293,Rockwall,47,Male,Widowed,Yes
4405-0200-0000-0000,Charlotte,White,$84.04 ,4,366,Frisco,51,Male,Widowed,No
4541-6700-0000-0000,Aiden,Hernandez,$447.97 ,9,667,Farmers Branch,38,Female,Widowed,No
4486-7200-0000-0000,Harper,Williams,$240.50 ,4,301,Addison,38,Male,Widowed,No
4380-6400-0000-0000,Alexander,Anderson,$119.32 ,6,516,Arlington,33,Male,Widowed,No
4045-5000-0000-0000,Mia,Perez,$577.77 ,9,682,Addison,59,Female,Widowed,No
4314-1900-0000-0000,Sophia,Thomas,$266.61 ,7,576,Plano,60,Male,Widowed,Yes
4969-5900-0000-0000,Harper,Gonzalez,$138.27 ,7,532,Frisco,40,Male,Widowed,Yes
4536-7900-0000-0000,Elijah,Clark,$64.61 ,11,772,Arlington,58,Male,Widowed,Yes
4894-3900-0000-0000,Michael,Martinez,$467.26 ,9,699,Farmers Branch,38,Female,Widowed,Yes
4077-8300-0000-0000,Ava,Rodriguez,$211.51 ,7,516,Frisco,48,Male,Widowed,Yes
4108-1100-0000-0000,Isabella,White,$446.66 ,6,476,Frisco,57,Male,Widowed,Yes
4064-1800-0000-0000,Isabella,Wilson,$55.97 ,5,407,Addison,36,Male,Widowed,No
4036-8100-0000-0000,Benjamin,Davis,$27.24 ,10,777,McKinney,57,Female,Widowed,Yes
4221-7800-0000-0000,Isabella,Thomas,$104.63 ,5,375,Farmers Branch,31,Female,Widowed,Yes
4750-2600-0000-0000,Olivia,Davis,$512.50 ,8,573,Farmers Branch,38,Female,Widowed,Yes
4067-0500-0000-0000,Elijah,Martinez,$180.83 ,7,569,Addison,34,Male,Widowed,Yes
4109-2500-0000-0000,Michael,Thomas,$142.58 ,5,371,Dallas,51,Male,Widowed,No
4595-4900-0000-0000,Jackson,Gonzalez,$92.39 ,10,702,Plano,60,Female,Widowed,Yes
4484-3300-0000-0000,Jackson,Jones,$190.49 ,5,388,Farmers Branch,49,Male,Widowed,No
4280-5800-0000-0000,Michael,Hernandez,$322.14 ,7,509,Farmers Branch,40,Male,Widowed,No
4945-6000-0000-0000,Amelia,Lee,$303.75 ,10,706,Dallas,57,Female,Widowed,Yes
4910-8200-0000-0000,Ethan,Hernandez,$218.66 ,5,407,Dallas,36,Male,Widowed,No
4564-3000-0000-0000,Oliver,Thomas,$17.22 ,8,651,McKinney,38,Male,Widowed,No
4527-0900-0000-0000,Benjamin,Williams,$512.65 ,8,567,Irving,49,Male,Widowed,No
4919-8400-0000-0000,Jackson,Garcia,$176.42 ,10,782,Farmers Branch,34,Female,Widowed,No
4607-1100-0000-0000,Mia,Taylor,$104.30 ,11,797,Addison,56,Female,Widowed,Yes
4136-0900-0000-0000,Mia,Jones,$12.59 ,7,549,Arlington,44,Male,Widowed,Yes
4790-8200-0000-0000,John,Harris,$114.07 ,10,726,McKinney,46,Female,Widowed,No
4134-8400-0000-0000,Logan,Davis,$211.65 ,5,426,Arlington,32,Male,Widowed,Yes
4477-8800-0000-0000,Oliver,Lee,$17.26 ,9,722,Dallas,59,Female,Widowed,Yes
4876-2500-0000-0000,Jackson,Harris,$530.72 ,10,780,Addison,58,Male,Widowed,Yes
4556-6600-0000-0000,Aiden,Rodriguez,$49.91 ,8,613,Frisco,54,Female,Widowed,Yes
4460-9900-0000-0000,Liam,Williams,$215.02 ,9,697,McKinney,51,Female,Widowed,No
4695-7300-0000-0000,Lucas,Clark,$97.36 ,10,740,Farmers Branch,34,Male,Widowed,No
4229-2300-0000-0000,Liam,Anderson,$194.28 ,3,278,Arlington,55,Female,Widowed,No
4756-4200-0000-0000,Mia,Perez,$58.50 ,1,102,Dallas,33,Male,Widowed,No
4721-6400-0000-0000,Michael,Davis,$58.01 ,4,327,McKinney,73,Male,Divorced,No
4960-9000-0000-0000,Aiden,Hernandez,$643.20 ,9,697,Frisco,65,Female,Divorced,No
4655-6900-0000-0000,Mia,Perez,$176.33 ,7,566,Irving,63,Female,Divorced,Yes
4766-3800-0000-0000,Sophia,Clark,$115.84 ,6,510,Addison,76,Male,Divorced,No
4869-1900-0000-0000,Harper,Thomas,$65.94 ,7,579,Farmers Branch,65,Female,Divorced,No
4289-8000-0000-0000,Mia,Harris,$148.01 ,4,296,Farmers Branch,68,Male,Divorced,No
4521-2800-0000-0000,Charlotte,Lee,$96.22 ,3,221,Farmers Branch,61,Male,Divorced,No
4209-7300-0000-0000,John,Hernandez,$95.70 ,3,276,Dallas,62,Male,Divorced,Yes
4767-9500-0000-0000,Lucas,Rodriguez,$96.79 ,5,426,Addison,77,Female,Divorced,Yes
4701-3500-0000-0000,Harper,Smith,$362.83 ,9,719,Dallas,70,Male,Divorced,No
4929-2400-0000-0000,Harper,Rodriguez,$581.27 ,10,711,Plano,72,Female,Divorced,No
4313-2700-0000-0000,Alexander,Lee,$161.77 ,3,223,Arlington,79,Female,Divorced,Yes
4312-8200-0000-0000,Liam,Hernandez,$241.66 ,8,626,Addison,72,Female,Divorced,No
4581-0900-0000-0000,Benjamin,Jones,$138.32 ,9,706,Plano,65,Female,Divorced,Yes
4034-3800-0000-0000,Benjamin,Taylor,$13.66 ,5,369,Rockwall,71,Male,Divorced,Yes
4671-3700-0000-0000,Oliver,Wilson,$151.16 ,6,443,Farmers Branch,80,Male,Divorced,No
4582-6500-0000-0000,Sophia,Smith,$218.85 ,4,298,Frisco,68,Female,Divorced,No
4484-2400-0000-0000,Alexander,Hernandez,$347.65 ,6,430,Irving,80,Male,Divorced,Yes
4787-3000-0000-0000,Logan,Thomas,$287.15 ,5,426,Dallas,66,Female,Divorced,No
4719-1500-0000-0000,Michael,Martinez,$339.94 ,5,396,Dallas,68,Female,Divorced,No
4200-3500-0000-0000,John,Anderson,$251.49 ,4,344,Arlington,67,Male,Divorced,Yes
4547-9000-0000-0000,Logan,White,$333.06 ,8,611,Rockwall,66,Male,Divorced,Yes
4922-9600-0000-0000,Isabella,Wilson,$187.45 ,3,297,Irving,79,Male,Divorced,Yes
4876-3200-0000-0000,Amelia,Taylor,$73.09 ,5,435,Arlington,61,Male,Married,No
4287-8600-0000-0000,Charlotte,Wilson,$43.38 ,9,665,Dallas,78,Female,Married,Yes
4398-5600-0000-0000,Amelia,Clark,$266.16 ,6,427,Frisco,77,Male,Married,Yes
4867-9000-0000-0000,Michael,Thomas,$220.31 ,8,633,Frisco,69,Male,Married,No
4432-3400-0000-0000,Ethan,White,$136.13 ,10,731,Frisco,70,Female,Married,Yes
4727-1300-0000-0000,John,Williams,$626.61 ,9,668,Plano,79,Female,Married,Yes
4556-5000-0000-0000,John,Rodriguez,$461.09 ,7,554,McKinney,62,Female,Married,Yes
4014-4700-0000-0000,Mia,Perez,$503.93 ,7,568,Plano,66,Female,Married,No
4084-1900-0000-0000,Sophia,Taylor,$436.51 ,10,718,Dallas,75,Male,Married,No
4728-2200-0000-0000,Sophia,Lewis,$210.84 ,9,695,Rockwall,64,Male,Married,No
4438-1100-0000-0000,Logan,Wilson,$570.73 ,10,774,Arlington,75,Male,Married,No
4060-7000-0000-0000,Ava,Martinez,$368.11 ,10,724,Farmers Branch,78,Female,Married,Yes
4943-3200-0000-0000,John,Lee,$414.55 ,6,482,McKinney,72,Male,Married,Yes
4749-3900-0000-0000,Isabella,Taylor,$348.14 ,4,359,Arlington,73,Male,Married,Yes
4675-5500-0000-0000,Ava,Wilson,$60.77 ,7,537,Dallas,80,Male,Married,Yes
4130-6000-0000-0000,Amelia,Hernandez,$671.90 ,11,838,Arlington,73,Female,Married,Yes
4322-2700-0000-0000,Isabella,Wilson,$15.06 ,8,626,Addison,63,Male,Married,No
4315-2300-0000-0000,Mia,Harris,$90.13 ,4,377,Frisco,65,Male,Married,Yes
4883-3300-0000-0000,Harper,Thomas,$72.66 ,2,170,Rockwall,75,Male,Married,Yes
4489-3600-0000-0000,Ava,Anderson,$214.25 ,8,580,Arlington,74,Female,Married,No
4189-8100-0000-0000,Jackson,Smith,$185.08 ,10,750,Arlington,70,Female,Married,Yes
4020-4700-0000-0000,Liam,Hernandez,$194.85 ,6,443,Irving,67,Male,Married,No
